,business_id,latitude,longitude,stars,review_count,categories,nearby,avg_stars
742,3ZHyw0d8mk0HOEP7v4fW1A,36.1145279,-115.20767430000001,4.0,230,"Restaurants, Thai",50,0.08
743,3zi81XrZYIMjaJnC0JLSsg,36.086251000000004,-115.151703,2.5,8,"Ice Cream & Frozen Yogurt, Food",27,0.09259259259259259
744,4-0ozduHY8Ag6cwXMl8UAQ,36.1145146735,-115.17253733209999,5.0,32,"Bakeries, Food",143,0.03496503496503497
745,4-clU4CDRc3c30zrCSV2_Q,36.05579,-115.2445831,5.0,19,"Herbs & Spices, Food, Specialty Food",32,0.15625
746,4-RYVpEEkAkw_7v875cGpQ,36.1095666146,-115.1712745132,2.5,22,"Active Life, Swimming Pools, Nightlife, Bars, Food",116,0.021551724137931036
747,409qhf4RF0rlxcuaM576Qg,36.0940999462,-115.2968390358,2.5,94,"Fast Food, Mexican, Restaurants",36,0.06944444444444445
748,41A0vuR9wdWzZNDKbsXvIA,36.019424,-115.27797199999999,2.5,17,"Gas Stations, Convenience Stores, Food, Automotive",9,0.2777777777777778
749,41b2SLmjLcxTGLVRxASiDA,36.12672,-115.16355300000001,4.0,269,"Restaurants, Breakfast & Brunch, Seafood, American (Traditional), Golf, Steakhouses, Active Life",28,0.14285714285714285
750,41Kbugm-qmIQTt7unkALYQ,36.171234999999996,-115.14406100000001,4.0,328,"Steakhouses, Nightlife, Restaurants, Bars, Beer, Wine & Spirits, Wine Bars, Food, Seafood",101,0.039603960396039604
751,41Ra7sctE6QhCAIIlt_cQg,36.145509000000004,-115.20661000000001,3.5,12,"Custom Cakes, Food, Event Planning & Services, Bakeries, Balloon Services, Ice Cream & Frozen Yogurt",32,0.109375
752,41WfL6MGTAXYgRQfNT3dyA,36.0590191,-115.11876140000001,3.0,42,"Fast Food, Restaurants, Mexican",12,0.25
753,42yLya7lhe7TQGz3KEdKAw,36.0819201,-115.11952579999999,3.5,40,"Restaurants, Hawaiian, Seafood, Barbeque",13,0.2692307692307692
754,44kd3YdkhXj5XiSPs5XNjQ,36.2719424,-115.2631531,3.5,774,"Restaurants, Seafood, American (Traditional), Sandwiches, Steakhouses",14,0.25
755,44tjMHhONQgSBa0SW3C0zg,36.0974279,-115.0297551,3.0,6,"Food, Grocery",3,1.0
756,44uqXcYp8QMEK0eicwZJhg,36.0996345,-115.17135790000002,2.5,3,"Restaurants, Food Stands",31,0.08064516129032258
757,44xBONbuMSghULXXEnl-Lw,36.1157101,-115.1373693,3.0,58,"Restaurants, Barbeque, Hawaiian, Food",43,0.06976744186046512
758,45513UgSlMqWV_yAPVkXrg,36.115082539899994,-115.14810584530001,3.5,96,"Italian, Restaurants, Pizza",12,0.2916666666666667
759,45IHzSJj49HJn32G3j6H_A,36.144081400000005,-115.1943476,1.0,3,"Fast Food, American (New), Restaurants",29,0.034482758620689655
760,45m_xaD3A1saWNjVDahECQ,36.219859,-115.250331,3.5,28,"Restaurants, Japanese",14,0.25
761,45Rl4Lmi1ijnxag0Ua0-Mw,36.0829449985,-115.1526559545,2.0,29,"Restaurants, Cheesesteaks, Sandwiches",19,0.10526315789473684
762,46JVW4pwLDRIye4gYJboSw,36.1572810451,-115.33361434940001,3.0,104,"Italian, Local Flavor, Restaurants",32,0.09375
763,46ud6EO8tIlgnLnhLN2Tvg,36.1752725,-115.2239561,4.5,13,"Seafood, Barbeque, Southern, Restaurants",9,0.5
764,46UHF46E1z-W2dOmhv-Fng,36.1651692,-115.244802,2.5,43,"Pubs, Bars, American (New), Pizza, Nightlife, Sports Bars, American (Traditional), Breakfast & Brunch, Restaurants",4,0.625
765,47Ce56CE_NnzdmCozdMQng,36.1155323,-115.0934543,4.5,3,"Restaurants, Mexican",28,0.16071428571428573
766,499ugPqwBhr-EQYnCuFC0A,36.2191107992,-115.2428808134,4.0,30,"Restaurants, Thai, Food",23,0.17391304347826086
767,4aAf2nAr86lcDHzqWSaYuQ,36.0974279,-115.0297551,3.5,96,"Restaurants, Pizza, Food",3,1.1666666666666667
768,4aCun88uZMOsAoymY5Li3w,36.126656949099996,-115.2242819387,3.0,259,"Bubble Tea, Coffee & Tea, Food, Restaurants, Taiwanese",79,0.0379746835443038
769,4aGIU5eD6iTsmNqKVvlLOg,36.222148700000005,-115.06262530000001,4.0,9,"Restaurants, Fast Food, Mexican",2,2.0
770,4Azs1HUqi0Nk6s6xB_9jsQ,36.17579179999999,-115.29079640000002,3.5,102,"Sushi Bars, Restaurants, Japanese",12,0.2916666666666667
771,4bqbAhYZQeokD3zqN77XLA,36.110774,-115.171327,3.5,37,"Bakeries, Sandwiches, Desserts, Food, Cafes, Restaurants, Coffee & Tea",131,0.026717557251908396
772,4Bw9XffSa0AMy2SrNCS2KA,36.1309442,-115.2784531,3.5,210,"Restaurants, Kosher, Falafel, Middle Eastern, Mediterranean",24,0.14583333333333334
773,4cDWyZa6EqsY4XSWwLY7RA,36.041104,-115.1208125,4.0,179,"Juice Bars & Smoothies, Vegetarian, Restaurants, Food, Live/Raw Food, Vegan",20,0.2
774,4d9BIUYJwAsMfMrH_0vdDQ,36.1165485,-115.19280649999999,2.0,5,"Nightlife, American (Traditional), Bars, Restaurants",23,0.08695652173913043
775,4DklwIICXplmiG22PGt5Yw,36.0929847,-115.19921070000001,4.0,11,"Thai, Event Planning & Services, Restaurants, Caterers, Food",3,1.3333333333333333
776,4dXINKRDfcRt-30R9WX-vg,36.188609899999996,-115.287499,3.5,20,"Farmers Market, Food, Local Flavor, Grocery",4,0.875
777,4E309lwPu65lXyaeuLRETQ,36.133909,-115.18356920000001,3.5,23,"Arts & Entertainment, Restaurants, Bars, American (Traditional), Nightlife, Music Venues, Dive Bars",1,3.5
778,4EfiNcKSsafogIhAjwv0gg,36.1003949,-115.3047985,4.0,162,"Restaurants, Italian, Pizza",19,0.21052631578947367
779,4eiQMRAP1eDWNK1QMpzT5w,36.0725773793,-115.2434457366,4.0,54,"Mediterranean, Restaurants",22,0.18181818181818182
780,4F_7Ihf9FBXCW6PUllXptA,36.1791985,-115.10210459999999,3.5,46,"Active Life, Parks, Recreation Centers, Amateur Sports Teams, Arts & Entertainment, Stadiums & Arenas, Restaurants",1,3.5
781,4FaRTjXXFdfs1Nn29V9kAg,36.115792799999994,-115.2987139,4.0,143,"Restaurants, Ramen, Japanese",19,0.21052631578947367
782,4FC_tTgynakPLLngLkvRSw,36.105020700000004,-115.1735947,2.5,5,"Burgers, Diners, Restaurants",117,0.021367521367521368
783,4fGGeKlUY3SwqLW4SH_QnQ,36.112261100000005,-115.31422420000001,3.5,181,"Cafes, Restaurants, Food, Coffee & Tea",2,1.75
784,4GnBMG5pZSJsBn6hbUL_7w,36.115165999999995,-115.153674,4.5,63,"Donuts, Food, Restaurants",31,0.14516129032258066
785,4GXII-GU7S0ZyU6ElkhscQ,36.09977,-115.167493,2.5,1509,"Bars, Restaurants, Hotels & Travel, American (Traditional), Sports Bars, Hotels, Arts & Entertainment, Adult Entertainment, Casinos, Chicken Wings, Event Planning & Services, Nightlife, American (New)",18,0.1388888888888889
786,4hG2j_ibsNblDgqei05U_g,36.108713,-115.17319199999999,4.0,580,"Restaurants, Lounges, Sushi Bars, Japanese, Nightlife, Asian Fusion, Bars",149,0.026845637583892617
787,4Hx-brYb86k4C1VSKPvj7g,36.148125,-115.33297490000001,4.0,235,"Wine Bars, Restaurants, Sandwiches, Beer Bar, Bars, Mediterranean, Nightlife, Salad, Fast Food",31,0.12903225806451613
788,4I4OoW0tbaoG4I4D2spF3w,36.1436335,-115.27646570000002,3.0,35,"Restaurants, Mexican",26,0.11538461538461539
789,4IjBNRGBas0tokjOp-IMPw,36.0969181521,-115.10256969999999,3.0,58,"Shopping, Bakeries, Department Stores, Wholesale Stores, Fashion, Food, Grocery",8,0.375
790,4iLbq_AUiWtsSKHFpG5cbQ,36.114395,-115.278107,4.0,25,"Restaurants, American (New), Pizza, Pub Food",33,0.12121212121212122
791,4iPzHGpt0egdTrwr8CtQpw,36.055345700000004,-115.1721327,3.0,5,"Sandwiches, Restaurants",28,0.10714285714285714
792,4JHGVuanHAu5n8DxvVcuVw,36.1092976932,-115.17195191229999,3.0,198,"Shopping, Gift Shops, Candy Stores, Flowers & Gifts, Food, Chocolatiers & Shops, Ice Cream & Frozen Yogurt, Desserts, Specialty Food",121,0.024793388429752067
793,4JkGjRRc3XucG9U8XwthGg,36.142718086100004,-115.0661981106,4.0,103,"Restaurants, Chinese",10,0.4
794,4JNXUYY8wbaaDmk3BPzlWw,36.112859,-115.17243400000001,4.0,8348,"Food, French, Breakfast & Brunch, Restaurants, Steakhouses",103,0.038834951456310676
795,4jUj7xHIhdHpTrb0ZXSToA,36.1067927,-115.13647240000002,4.0,96,"Food, Coffee & Tea",64,0.0625
796,4k3RlMAMd46DZ_JyZU0lMg,36.1265169,-115.2017455,4.0,1356,"Noodles, Japanese, Restaurants, Ramen, Soup",29,0.13793103448275862
797,4kbAiUDdVCtiu_GL5hyC3w,36.0417037,-115.13541550000001,3.5,71,"Food, Coffee & Tea",7,0.5
798,4khsN1eXcWR0YYmROlLEzw,36.1472468,-115.15603109999999,4.0,151,"Bars, Amusement Parks, Hotels & Travel, Active Life, Tours, Nightlife, Restaurants, Skydiving",29,0.13793103448275862
799,4klmo_xFoMHjPR-HgdFDgQ,36.114810799999994,-115.3073313,4.0,9,"Restaurants, Japanese",52,0.07692307692307693
800,4KmrrhtfnngTVFa2d5LAjg,36.127858,-115.16596899999999,3.5,449,"Italian, Restaurants",62,0.056451612903225805
801,4l1cmNrXBOLVUJR29MDp3A,36.291232,-115.3155669,2.5,35,"Restaurants, Sandwiches, Fast Food",3,0.8333333333333334
802,4L3VJwVqUareUUIGPE2zcw,36.117707,-115.209897,3.5,109,"Restaurants, Indian, Pakistani, Food, Vegetarian",25,0.14
803,4lAwPgy1m9Rd0oBpi4Hr2w,36.169918700000004,-115.1429326,2.0,19,"Burgers, Convenience Stores, Fast Food, Food, Coffee & Tea, Restaurants",115,0.017391304347826087
804,4LhURdgGRofYSR_1LBTXvQ,36.1586808,-115.2367199,4.0,97,"Restaurants, Southern, Soul Food, Vegan, Food, Breakfast & Brunch, Coffee & Tea, Barbeque",22,0.18181818181818182
805,4lKF-M_3OLsk1usLPDJEFA,36.1918793785,-115.30511857549999,2.5,76,"Sandwiches, Bagels, Food, Restaurants",33,0.07575757575757576
806,4m4nkzcZaIFYgL_5HHYfXg,36.0228277,-115.243972767,2.5,18,"Food, Automotive, Convenience Stores, Gas Stations",4,0.625
807,4mb32UmQULqg7IMck28vog,36.0842885748,-115.29338789,3.5,551,"Restaurants, Mexican, Bars, Nightlife",5,0.7
808,4mYPOzBokDgz307TW2EIKw,36.147248,-115.15603200000001,2.5,194,"Restaurants, Buffets",29,0.08620689655172414
809,4n81G-pmC3rfhmaPsbwYKg,36.1020497898,-115.15628829999999,4.5,3,"Bars, Sports Bars, Nightlife, Beer, Wine & Spirits, Restaurants, Food, American (Traditional)",9,0.5
810,4NHEIc9GtUXZmGuhFMkmwA,36.099035304299996,-115.17537749659999,3.0,18,"Food, Ice Cream & Frozen Yogurt",37,0.08108108108108109
811,4nhQy38y-PnkY1qALNBTeQ,36.175,-115.136389,4.5,7,"Restaurants, Italian",28,0.16071428571428573
812,4NHVQFUBd1ppRPpKIBqn6A,36.2015310484,-115.283571,4.0,6,"Coffee & Tea, Food",16,0.25
813,4Nj2ktP2NjCbv2aKeH3ZBg,36.1580975,-115.1524841,4.5,245,"Food, Cafes, Restaurants, Coffee & Tea, Coffee Roasteries, Breakfast & Brunch",19,0.23684210526315788
814,4NxIM5xpIEem1IkEkz2I7Q,36.1652383,-115.16122079999998,3.5,31,"Restaurants, American (New), Mexican",2,1.75
815,4oC1z2SDrpraoZzRIQ-WsA,36.158539000000005,-115.16264199999999,2.0,45,"Restaurants, Coffee & Tea, Food, Burgers, Fast Food",7,0.2857142857142857
816,4Odbtgh9g8XUKorRg7MTHg,36.145455149600004,-115.1163176664,4.5,196,"Dance Clubs, Italian, Food, Nightlife, Restaurants, Specialty Food",11,0.4090909090909091
817,4OeBE57Hs4WMLOTtT32d1Q,36.2714828,-115.26060020000001,2.0,17,"Barbeque, Restaurants, Bars, Nightlife, Pubs",12,0.16666666666666666
818,4oeqftAA2w9rcffOFaxFLA,36.1863157,-115.11618419999999,4.0,29,"Restaurants, Event Planning & Services, Party Supplies, Candy Stores, Mexican, Specialty Food, Food",8,0.5
819,4OFeBLswQw8bJbkAtmYuAA,36.2723430428,-115.2062280609,5.0,50,"Shopping, Food, Specialty Food, Health Markets, Vitamins & Supplements",13,0.38461538461538464
820,4oJeSkScjPxuDC_LeK3KiQ,36.1693227,-115.14130729999998,2.5,31,"Restaurants, Southern",121,0.02066115702479339
821,4OKs1apDDZ2qvgdz5AXDhw,36.2473341181,-115.2403713962,2.5,11,"Food, Convenience Stores",3,0.8333333333333334
822,4oO6bsTB2eHinztYGRWPow,36.1153955,-115.06578219999999,3.0,20,"Drugstores, Convenience Stores, Shopping, Cosmetics & Beauty Supply, Food, Beauty & Spas, Photography Stores & Services",9,0.3333333333333333
823,4ou7QOA5kpgkxNfN4JJ62g,36.1997290689,-115.2435272733,4.5,79,"Kitchen & Bath, Furniture Stores, Home & Garden, Food, Home Decor, Specialty Food, Shopping, Beer, Wine & Spirits",15,0.3
824,4oVdfmr4wynOMvFy2u-Z3A,36.025359,-115.119197,5.0,4,"Restaurants, French",16,0.3125
825,4Pb7SlTK89uSdqOwMNM35A,36.113859999999995,-115.168798,3.0,233,"Cocktail Bars, Mexican, Nightlife, Beer Bar, Restaurants, Bars, Tex-Mex, Burgers",59,0.05084745762711865
826,4Pl-ziYL2oerGyIPlwVdmA,36.1440225,-115.19589599999999,4.5,220,"Thai, Beer, Wine & Spirits, Food, Desserts, Restaurants, Comfort Food",27,0.16666666666666666
827,4pxK5njPxYHFp7IMEch1Bw,36.0187258514,-115.11911474729999,1.5,43,"Fast Food, Burgers, Restaurants",66,0.022727272727272728
828,4QAgHOm7BE5yZupy0j-NJQ,36.273808,-115.25200600000001,3.0,42,"Food, Coffee & Tea",12,0.25
829,4qG3Gh8QyugC1XvoTlmgcQ,36.1145171608,-115.29558636549999,4.5,732,"Restaurants, Brasseries, Burgers, Breakfast & Brunch, American (Traditional)",22,0.20454545454545456
830,4QmwJBk9VPKyO2DfUeIVWg,36.112104200000005,-115.1822926,3.5,80,"Adult Entertainment, Restaurants, Nightlife, Bars, American (Traditional)",5,0.7
831,4qTeGqt6YpufGxZXJ_FldQ,36.114222399999996,-115.17085049999999,4.0,10,"Coffee & Tea, Juice Bars & Smoothies, Cafes, Food, Restaurants",109,0.03669724770642202
832,4qtumuLnILMkhWI9aIXJwQ,36.1135911891,-115.3076930542,3.0,14,"Health Markets, Juice Bars & Smoothies, Specialty Food, Food",47,0.06382978723404255
833,4s_kb5VXnx96fEJLZ_AkIQ,36.1147044,-115.3082285,3.5,28,"Food, Coffee & Tea, Burgers, Restaurants, Fast Food",46,0.07608695652173914
834,4SPd65eJ1K0KiBPvXpo50A,36.1743533856,-115.25945889379999,3.0,3,"Gas Stations, Food, Automotive, Convenience Stores",9,0.3333333333333333
835,4srfPk1s8nlm1YusyDUbjg,36.0646523,-115.11892350000001,3.0,10,"Fast Food, Restaurants, Sandwiches",5,0.6
836,4Tie5rrC4mQA32yik0s3pw,36.1339665,-115.1715655,5.0,3,"Grocery, Piano Bars, Food, Nightlife, Beer, Wine & Spirits",7,0.7142857142857143
837,4tiFtmGNFcvKRSPXPVT8Hw,36.1571094692,-115.3351285459,3.5,416,"Cocktail Bars, Bars, Restaurants, Mexican, Nightlife",29,0.1206896551724138
838,4tKDQ_jEcIKLMoJIo26AQg,36.05172,-115.12748,3.0,5,"Burgers, Fast Food, Food, Restaurants, Desserts",1,3.0
839,4tMzl8EslTx-rOCo9WjaUA,36.0990486,-115.101808,4.0,47,"Food, Health Markets, Grocery, Fruits & Veggies, Specialty Food",42,0.09523809523809523
840,4tpkKwnD1KschS2EjZfFJA,36.1433610116,-115.1351593955,2.0,56,"Grocery, Food",25,0.08
841,4tWF2w6jP2LNK2xTVNEMFw,36.201570200000006,-115.19519240000001,3.5,60,"Bars, Nightlife, Restaurants, Mexican",8,0.4375
842,4uerljz19miXeBR8E4urYw,36.1362575,-115.15125259999998,3.5,54,"Coffee & Tea, Food",23,0.15217391304347827
843,4ugJ4F8jDJ9-2dEiZ47wLg,36.15735,-115.33383300000001,4.0,150,"Japanese, Sushi Bars, Restaurants, Seafood",32,0.125
844,4uiijOUDzc-DeIb2XcKW_A,36.128561,-115.17112979999999,2.5,36,"Asian Fusion, Restaurants",93,0.026881720430107527
845,4uISbaUPJLVECBHIi3tpxA,36.12757,-115.166312,4.0,546,"Asian Fusion, Diners, Restaurants",65,0.06153846153846154
846,4UmjnX46qbhV6-D5W89IOQ,36.06093320000001,-115.22427579999999,3.0,56,"Fast Food, Tex-Mex, Restaurants, Mexican",8,0.375
847,4uMs5UbtIAaHhuKQlQhXEQ,36.0547838771,-115.1686062889,3.5,29,"Restaurants, Chicken Wings",29,0.1206896551724138
848,4UvQ0BUbqlNPJbAggsi0eA,36.1150683,-115.2378723,5.0,14,"Custom Cakes, Ethnic Food, Restaurants, Specialty Food, Asian Fusion, Food, Party & Event Planning, Event Planning & Services, Caterers, Personal Chefs",12,0.4166666666666667
849,4V_EncSagOpI_0IuS7vURw,36.158624200000006,-115.2047571,2.5,13,"Fast Food, Restaurants",19,0.13157894736842105
850,4v0aj1VWtNwvzOeQ2Ohzrg,36.020258500000004,-115.28418729999999,3.5,19,"Breakfast & Brunch, Sporting Goods, Sports Wear, American (Traditional), Nightlife, Shopping, Restaurants, Bars, Fashion, Sports Bars",1,3.5
851,4v5ZLpmNn13Mze1w_XfWHw,36.1077582129,-115.17237478959998,3.0,283,"Barbeque, American (Traditional), Restaurants, Burgers",139,0.02158273381294964
852,4v9nhZ5h-KScIsG7uXjfzg,36.1961399,-115.0270906,1.5,23,"Fast Food, Restaurants, Food, Coffee & Tea, Burgers",11,0.13636363636363635
853,4VjrVv-PBuG-al5JnUUIGg,36.28967720000001,-115.18029140000002,4.0,75,"Event Planning & Services, Caterers, Restaurants, Food, Personal Chefs, Food Trucks, Do-It-Yourself Food, Food Stands, Mexican",2,2.0
854,4VkLiFoIEjTTpbCRgxjnCQ,35.9951546506,-115.20635056379999,4.0,653,"Italian, Delis, Restaurants, Nightlife, Bars",21,0.19047619047619047
855,4vm2W7J_ztH0vcX4bKfuXw,36.233582833,-115.2508901523,4.5,235,"Mexican, Restaurants",7,0.6428571428571429
856,4vVjnXcFzuzuOEcmiTBfEA,36.144038,-115.18593700000001,3.0,37,"Coffee & Tea, Food",8,0.375
857,4vwhK3Uxlp2gBtQuP78NOA,36.1366364,-115.1357582,3.5,16,"Italian, Bulgarian, American (Traditional), Restaurants",8,0.4375
858,4VXIS8vpNzEysXZVN5xGDA,36.1452382,-115.11810120000001,4.0,55,"Peruvian, Restaurants",14,0.2857142857142857
859,4w3Niht34LptK7pyp94myQ,36.3016824376,-115.2817979158,3.5,16,"Restaurants, Fast Food, Delis, Sandwiches",35,0.1
860,4wAtnTwg-7tCxnKUVoIAyQ,36.102907,-115.155708,4.0,25,"Shopping, Tobacco Shops, Beer, Wine & Spirits, Vape Shops, Food",9,0.4444444444444444
861,4Wou6LarHqefHP21qRu0Ag,35.9951511,-115.20684009999998,1.5,148,"Food, Juice Bars & Smoothies, Salad, Restaurants, Sandwiches",21,0.07142857142857142
862,4WS9os_Dj5nckxeNsva6Vg,36.1950691,-115.063791,3.5,3,"Grocery, Food",9,0.3888888888888889
863,4X0KWUPcD2EkHN83aa4cXg,36.1105256165,-115.16956236120001,3.0,611,"Sports Bars, American (Traditional), Restaurants, Nightlife, Bars",90,0.03333333333333333
864,4xioa5IWUTYEepxCiqRMtw,36.098730700000004,-115.175777,2.5,16,"Burgers, Fast Food, Restaurants",34,0.07352941176470588
865,4xoU4nfruODY0ODRrQB9Kg,36.18336,-115.3098303,2.5,3,"Convenience Stores, Food",7,0.35714285714285715
866,4Y-yflxHszNt-pngw7VTkA,36.158851500000004,-115.1332858,4.5,6,"Bakeries, Food, Cupcakes, Desserts",15,0.3
867,4Y7vcMpn6FvamqbtyIFXnQ,36.1593687,-115.2114378,5.0,41,"Shopping, Beer, Wine & Spirits, Brewing Supplies, Food",22,0.22727272727272727
868,4yAvytbVKHqSYAo3mkI9OA,36.1458,-115.191948,4.5,127,"Halal, Persian/Iranian, Afghan, Restaurants, Middle Eastern",28,0.16071428571428573
869,4yBHlXTtthzEZ-iCxPaBgg,36.0988771098,-115.2258882773,4.0,35,"Shopping, Grocery, Food, Convenience Stores, Flowers & Gifts, Florists",21,0.19047619047619047
870,4yJVSK-Q5UkED6RjORRssA,36.2020349,-115.24176659999999,4.5,29,"Seafood, Steakhouses, Restaurants, Italian",25,0.18
871,4YxFjoS28WzggYyDxGkKBg,36.143303241,-115.2621609325,3.5,13,"Restaurants, Fast Food, Sandwiches, Delis",21,0.16666666666666666
872,4ZB0RpAhXl9zhjKYRxpJgw,36.0166766781,-115.1182260431,5.0,4,"Food Stands, Vegan, Vegetarian, Organic Stores, Street Vendors, Food, Restaurants",71,0.07042253521126761
873,4ZbRwCB9oGibxK21MUZKHA,36.012128499999996,-115.1342574,3.0,78,"Drugstores, Fashion, Beauty & Spas, Restaurants, Delis, Grocery, Department Stores, Food, Shopping, Cosmetics & Beauty Supply",31,0.0967741935483871
874,4zqoILJLZ-3F8VVNr2hg1w,36.1268204,-115.2074885,4.5,46,"Bakeries, Restaurants, Food",53,0.08490566037735849
875,5_MrPFw9E0cMJ1Q0DJFZOQ,36.1173843209,-115.170322225,3.0,339,"American (Traditional), Nightlife, Pubs, Restaurants, Bars, Sports Bars",83,0.03614457831325301
876,5_ymZOB8eIfi6nzzL5-SbQ,36.0562842827,-115.2690317764,3.5,563,"Pubs, Venues & Event Spaces, Food, Beer, Wine & Spirits, Sports Bars, Bars, Event Planning & Services, Nightlife",4,0.875
877,50tjBMTlIbFBxjTRXAVZHQ,36.2858206806,-115.2885471582,2.5,108,"Coffee & Tea, Donuts, Bagels, Food",10,0.25
878,51nitqzzQ_YrSZP8-P0PfQ,36.1711568,-115.14571540000001,4.0,44,"Souvenir Shops, Ethnic Food, Food, Beer, Wine & Spirits, Convenience Stores, Flowers & Gifts, Specialty Food, Jewelry, Shopping",75,0.05333333333333334
879,522GgMvOvzaKCEX6BfAtvg,36.1761131,-115.0634322,4.0,28,"Mexican, Restaurants, Fast Food, Seafood",22,0.18181818181818182
880,52p6b51oPNIwWBXuvIao1A,36.188212,-115.222517,5.0,3,"Seafood, Chinese, Pizza, American (Traditional), Barbeque, Restaurants",12,0.4166666666666667
881,543oG7-33C1_hB6vRJGCdw,36.138844899999995,-115.13792759999998,5.0,24,"Szechuan, Restaurants, Chinese, Seafood, Vegetarian",14,0.35714285714285715
882,54LYVM1gCGQ2UVFK9QhgTw,36.179343200000005,-115.24268740000001,4.5,131,"Restaurants, Vegetarian, Asian Fusion, Korean, Fast Food",12,0.375
883,54WM5coZonA0izd2y04p_A,36.1141807443,-115.3039205521,3.5,202,"Caterers, Restaurants, Event Planning & Services, Sandwiches, Barbeque",22,0.1590909090909091
884,54y4I_zFjiZ9bFSmMlzl5g,36.1174050285,-115.20983087360001,2.5,3,"Shopping, Vape Shops, Food, Tobacco Shops, Grocery",37,0.06756756756756757
885,55FnSahXfQoiueQjrKC86w,36.111889,-115.17698100000001,4.0,47,"Coffee & Tea, Food, Cafes, Restaurants, Desserts",38,0.10526315789473684
886,56Ll9rqG2WxXj4X2pmlkHQ,36.1972325,-115.24046240000001,3.5,271,"Soup, American (Traditional), Buffets, Vegetarian, Restaurants, Salad",17,0.20588235294117646
887,56Yb9IgEREFeaSjJ5Y3RVg,36.1645841865,-115.2893797685,3.0,194,"Chicken Shop, Chicken Wings, Nightlife, American (New), Sports Bars, Restaurants, American (Traditional), Burgers, Bars",19,0.15789473684210525
888,58gG8jMwJgddG-XnKUdLbQ,36.1933352771,-115.3056972324,2.5,32,"Food, Grocery",32,0.078125
889,58QoAy7ggzj8ukeJ8YmKFw,36.098875,-115.102051,3.5,120,"Grocery, Specialty Food, Fruits & Veggies, Health Markets, Farmers Market, Food",35,0.1
890,59YbAeuiz0isJtRNKATTKw,36.2234939,-115.21731580000001,3.5,396,"Pizza, Sports Bars, Nightlife, Restaurants, Bars",3,1.1666666666666667
891,5A9XLq-oNiua4fVrsRCaXg,36.127627000000004,-115.168733,3.0,10,"Chinese, Bubble Tea, Restaurants, Fast Food, Food",98,0.030612244897959183
892,5aeR9KcboZmhDZlFscnYRA,36.08235,-115.243453,3.5,102,"Food, Restaurants, Internet Cafes, Juice Bars & Smoothies, Vegetarian, Cafes",6,0.5833333333333334
893,5B_Uo-PCaWu9Jio9BWHKXw,36.167716600000006,-115.13835320000001,3.0,34,"Food, Coffee & Tea, Bagels",84,0.03571428571428571
894,5BYkO6i2QsywbpaMS0vPtA,36.143133,-115.2085074,4.0,30,"Restaurants, Indian, Pakistani, Persian/Iranian",26,0.15384615384615385
895,5c-b0ALS_DyLvRCGrlCTjA,36.063421168400005,-115.2414469067,2.5,139,"Food, Bagels",19,0.13157894736842105
896,5cbsjFtrntUAeUx51FaFTg,36.1608544,-115.3315267,3.0,154,"Mexican, Restaurants",18,0.16666666666666666
897,5CJL_2-XwCGBmOav4mFdYg,36.126155947600004,-115.1896398638,3.5,575,"Restaurants, Thai",31,0.11290322580645161
898,5CJOaZc8Muu8WothauxQ4g,36.110267,-115.15533700000002,3.5,82,"Italian, Hot Dogs, Restaurants, Pizza",21,0.16666666666666666
899,5CWcqiwAlEuH3rgm9JzUnw,36.19561420000001,-115.25194679999998,2.5,9,"Car Wash, Food, Automotive, Gas Stations, Convenience Stores",23,0.10869565217391304
900,5D3cAYturwbEqnj52b1Tmw,36.092147,-115.2085074,3.0,41,"Nightlife, Pizza, Bars, American (New), Pubs, Restaurants, Breakfast & Brunch, Sports Bars",13,0.23076923076923078
901,5DC9qePg09CHwAFVmqNjjg,36.1076648155,-115.15310918120001,4.5,102,"Food, Beer, Wine & Spirits, American (Traditional), Pizza, Restaurants, Poutineries",56,0.08035714285714286
902,5Dccw539NNtnyCgTu5ed5A,36.0105784998,-115.1341448538,3.5,366,"Thai, Seafood, Chinese, Restaurants",30,0.11666666666666667
903,5DH-yIBIvlpQopUk7HcTcg,36.1456186,-115.1725657,3.0,42,"Food, Sandwiches, Restaurants, Bakeries, Salad, Soup",10,0.3
904,5e0XIxlGRu4WfQzozclRaA,36.128569,-115.2241611,5.0,44,"Specialty Food, Food, Local Flavor",65,0.07692307692307693
905,5eDg_Y2N6aU_k7tIxoFXTg,36.0101659,-115.1351604,4.0,58,"Pizza, Pakistani, Indian, Restaurants, Asian Fusion, Soul Food",25,0.16
906,5EgDTPJNZsmbMG52ixnMXA,36.116082364099995,-115.22553876040001,3.0,6,"Food, Barbeque, Juice Bars & Smoothies, Restaurants, Korean",20,0.15
907,5EicViODfX1qNOIhdb4OzA,36.100476799999996,-115.30427959999999,4.5,99,"Japanese, Restaurants, Tapas Bars, Tapas/Small Plates, Izakaya, Sushi Bars, Noodles",19,0.23684210526315788
908,5EIuCcoHY2evAhFMBV6G6g,36.121792,-115.16955300000001,3.5,139,"French, Steakhouses, Restaurants",147,0.023809523809523808
909,5EQnyjWAG47SPYZy-Ct38Q,36.011942,-115.136169,3.0,6,"Food, Ice Cream & Frozen Yogurt",42,0.07142857142857142
910,5evjFn_zGFZ7AK6PyU57Pw,36.041726700000005,-115.18392240000001,5.0,5,"Restaurants, Japanese, Sushi Bars",15,0.3333333333333333
